text,sentiment
My first and only child just graduated from high school. He is now off to college to to great things!,joyful
When I made the baseball team in school. It was difficult.,joyful
I felt really happy last night when my abused dog started running around and playing! I didn't think she was capable of it.,joyful
I was in a class when my name was mentioned for an award_comma_i came out feeling high,joyful
I found this toilet paper that I absolutely love and then_comma_ Boom_comma_ I never found it again.  Until yesterday!!! ,joyful
I've been teaching my dog how to run an obstacle course and I think he finally has it down! He beat his old speed yesterday and had zero distractions.,joyful
I loved celebration July 4th this year.,joyful
I just got a steam cleaner and used it for the first time yesterday. My carpets came out so clean!,joyful
I lost my job and was in danger of losing my home to foreclosure. My family loaned me money and saved me from that.,joyful
I got a free gift card from work!,joyful
I was so happy when my dad retired. He had worked long enough as it was,joyful
I was so happy to see my brother last weekend. It had been forever,joyful
My daughter just graduated from law school.  She's the first one in our family to even go to college_comma_ much less grad school,joyful
I love it when I get free samples at Costco,joyful
I felt on top when I selected the best in my department,joyful
Our family is getting together for our family reunion next weekend. Im' glad that we are all still coming together since we didn't have one last year.,joyful
Everyone in my family was always very happy during Christmas. t makes me happy to think of it.,joyful
I'm pretty happy that my daughters have a day off from school today.,joyful
My daughter is finally dressing herself in the morning. She can't pick her outfits yet but baby steps.,joyful
My dog just had puppies.  I am so happy to see them.,joyful
My son finished 6th grade on the honor roll.,joyful
My father won his golf tournament last weekend.,joyful
I watched a film recently at the theater and it was really good_comma_ so that made me feel happy.,joyful
I've been with my wife for 13 years.,joyful
I got a promotion at work today! It took me over 5 years of trying but I got it finally!,joyful
I am so excited that i got the promotion I worked for,joyful
I was so happy to see my Mum when I havent seen her for 6 months since I have been abroad . ,joyful
I am so happy it's summertime.,joyful
I felt great when playing outside with my dogs earlier today. We had a lot of fun running around and throwing the ball.,joyful
When my job got me a present.,joyful
This new Korean barbeque place just opened up. Will be nice not to have to drive more than 30 minutes to one anymore.,joyful
I am so happy these days.,joyful
I've been training for about 6 years now and I have a better physique now that I'm 30 years old than I did when I was 20!,joyful
I have an amazing wife. She is so smart and in medical school!,joyful
i was happy to see that i got approved for my vacation next week,joyful
I felt so much wonder and awe when I went to the beach. I was surrounded by such profound beauty_comma_ and I spent my entire day swimming_comma_ sunbathing_comma_ and laughing with my partner. It made me so happy.,joyful
I aced my final math test today. I was so hyped.,joyful
I was so happy for my brother_comma_ he won a karate tournemant.,joyful
I make a lot of money at my job. It means I can provide for my family and give them everything they need. ,joyful
when my dad bought me a car ,joyful
I am so happy that I get to see Foreigner in concert next month.,joyful
My wife is the best. She just started medical school!,joyful
My son behaved so well on his first day of school. I am so pleased with him.,joyful
it felt good to get approved for a vacation,joyful
I won the lottery_comma_ its party time.,joyful
My kid starts preschool in a week.,joyful
The day I had my children. Each one was a joyful day for me,joyful
I am so happy with my life at this moment!,joyful
I got a new puppy recently. I had been looking forward to it for so long.,joyful
I was celebrating my sixth anniversary with my boyfriend. We were sitting on the beach around sunset_comma_ it was totally secluded and beautiful. My boyfriend proposed to me and I was so elated.,joyful
"My little boy said ""daddy"" for the first time last month. It made me feel really good.",joyful
I felt this way when my son took his first steps. ,joyful
I am so happy.  I got an A in my online class.,joyful
Took the kiddos to the lake,joyful
I was able to fix a light switch using what I know about electrical engineering.,joyful
I won first place in a chili cooking competition at work today.,joyful
Tomorrow is my birthday! I'm so happy its finally on a weekend.,joyful
I felt achieved when I graduated high school. I felt like I won,joyful
My son just started walking this week.,joyful
when my son won a contest at school ,joyful
My son is learning to overcome his speech impediment.  He is working so hard at it.,joyful
Our oldest daughter rides horses.  She fell off in the middle of a horse show_comma_ but got right back up and back on.,joyful
